,PLP.NZ,APA.NZ,ASD.NZ,ASF.NZ,MZY.NZ,ASP.NZ,ASR.NZ,BOT.NZ,EMG.NZ,EMF.NZ,EUG.NZ,EUF.NZ,AGG.NZ,GBF.NZ,ESG.NZ,GGB.NZ,INF.NZ,GPR.NZ,LIV.NZ,JPN.NZ,NZB.NZ,NZC.NZ,DIV.NZ,MDZ.NZ,NPF.NZ,TNZ.NZ,FNZ.NZ,AUS.NZ,NZG.NZ,NGB.NZ,TWH.NZ,TWF.NZ,USH.NZ,USF.NZ,USA.NZ,USG.NZ,USV.NZ,USM.NZ,USS.NZ
10,,1.8983957767486572,1.2725955247879028,5.178701400756836,6.8233642578125,1.122195839881897,4.316503047943115,3.383647918701172,2.1130335330963135,1.2296510934829712,2.2901127338409424,1.5304228067398071,1.2613348960876465,3.10542893409729,2.1778721809387207,,,,3.074064254760742,1.9714635610580444,2.8785312175750732,2.7725729942321777,0.9024769067764282,4.710757732391357,1.1681631803512573,1.9956412315368652,2.584091901779175,2.345449686050415,2.292454242706299,2.3191866874694824,2.511662483215332,2.3421337604522705,,8.911341667175293,2.4121618270874023,6.375735759735107,3.0522139072418213,5.0660552978515625,4.5016865730285645
11,,1.9167556762695312,1.2848714590072632,5.188272476196289,6.917276382446289,1.1289918422698975,4.3717360496521,3.3884201049804688,2.121603012084961,1.2369484901428223,2.301544427871704,1.5240308046340942,1.2641150951385498,3.10542893409729,2.1778721809387207,,,,3.1167044639587402,1.9605441093444824,2.8785312175750732,2.770700693130493,0.9141111969947815,4.7792863845825195,1.1804229021072388,2.0368850231170654,2.6224472522735596,2.3605363368988037,2.3424086570739746,2.3256189823150635,2.5183041095733643,2.349592685699463,,8.883289337158203,2.4121618270874023,6.414728164672852,3.042970657348633,5.086572647094727,4.504487037658691
12,,1.9002317190170288,1.2832344770431519,5.198713302612305,6.94581937789917,1.117948293685913,4.295892715454102,3.37410306930542,2.1120808124542236,1.2278265953063965,2.2891604900360107,1.5276834964752197,1.2706027030944824,3.10542893409729,2.172100305557251,,,,3.0919137001037598,1.955580711364746,2.8821604251861572,2.770700693130493,0.9116181135177612,4.7970871925354,1.18655264377594,2.0031402111053467,2.616203546524048,2.37029767036438,2.3169772624969482,2.3302133083343506,2.5239975452423096,2.333742141723633,,8.83653450012207,2.4111690521240234,6.416630744934082,3.0124666690826416,5.037143230438232,4.436336517333984
13,,1.8800361156463623,1.2701404094696045,5.14824914932251,6.929245948791504,1.1128511428833008,4.2159271240234375,3.3540587425231934,2.0892276763916016,1.2077579498291016,2.263439893722534,1.4993760585784912,1.2641150951385498,3.109145402908325,2.16440486907959,,,,3.0978636741638184,1.9506173133850098,2.883974313735962,2.7725729942321777,0.917435348033905,4.790856838226318,1.1821744441986084,1.9956412315368652,2.610852003097534,2.348112106323242,2.308802843093872,2.3292946815490723,2.4670655727386475,2.3001768589019775,,8.787910461425781,2.3893306255340576,6.359567642211914,2.9856603145599365,4.98305082321167,4.422333240509033
14,,1.8901340961456299,1.2758692502975464,5.190882682800293,6.9946160316467285,1.1417343616485596,4.23736047744751,3.366467237472534,2.0892276763916016,1.2269142866134644,2.2958288192749023,1.5331623554229736,1.2687491178512573,3.1072874069213867,2.1884541511535645,,,,3.127612590789795,1.9754343032836914,2.8866963386535645,2.7725729942321777,0.9299004673957825,4.8558268547058105,1.2066935300827026,2.020012617111206,2.646531105041504,2.3649730682373047,2.33786678314209,2.3338887691497803,2.522099733352661,2.3477280139923096,,8.941265106201172,2.4111690521240234,6.521245002746582,3.006920337677002,5.04833459854126,4.469944953918457
15,,1.8910518884658813,1.2742323875427246,5.142157554626465,7.034206390380859,1.1298414468765259,4.240658283233643,3.377920627593994,2.113985776901245,1.2314753532409668,2.272966146469116,1.5158127546310425,1.272456169128418,3.111004114151001,2.1932637691497803,,,,3.1097631454467773,1.948632001876831,2.8894176483154297,2.7725729942321777,0.9348864555358887,4.894986152648926,1.216326117515564,2.0246994495391846,2.6732912063598633,2.3614232540130615,2.3632986545562744,2.334807872772217,2.5192530155181885,2.349592685699463,,8.96838092803955,2.440948963165283,6.560236930847168,3.011542558670044,5.039008140563965,4.447539329528809
16,,1.9094115495681763,1.2815978527069092,5.277889251708984,7.0958943367004395,1.1408849954605103,4.234062671661377,3.406554937362671,2.1463615894317627,1.2442461252212524,2.3148818016052246,1.5313361883163452,1.2752364873886108,3.111004114151001,2.224046468734741,,,,3.1008384227752686,1.9843683242797852,2.8912320137023926,2.7735090255737305,0.9423655271530151,4.932366847991943,1.2145748138427734,2.0396971702575684,2.6866707801818848,2.372960090637207,2.3741977214813232,2.3394014835357666,2.5515143871307373,2.3831584453582764,,9.083395004272461,2.463780164718628,6.6172990798950195,3.0559115409851074,5.088437557220459,4.497951030731201
17,,1.9121654033660889,1.2693220376968384,5.169131278991699,7.0958943367004395,1.1366376876831055,4.178004264831543,3.395101547241211,2.1482667922973633,1.255192756652832,2.2996397018432617,1.5395543575286865,1.2641150951385498,3.109145402908325,2.207693099975586,,,,3.082988977432251,1.9843683242797852,2.892139196395874,2.7735090255737305,0.9440276026725769,4.9403767585754395,1.2154502868652344,2.035947561264038,2.6839945316314697,2.3543241024017334,2.3732893466949463,2.3338887691497803,2.526844024658203,2.371969699859619,,9.048798561096191,2.457824230194092,6.616348743438721,3.045743703842163,5.069785118103027,4.465276718139648
18,,1.8837080001831055,1.260319709777832,5.1673903465271,7.097735404968262,1.1366376876831055,4.1466779708862305,3.4027373790740967,2.138744354248047,1.2305629253387451,2.2967817783355713,1.5158127546310425,1.2576276063919067,3.109145402908325,2.197111129760742,,,,3.0581982135772705,1.9526026248931885,2.8912320137023926,2.771636724472046,0.9490135908126831,4.952836990356445,1.2242070436477661,2.0434463024139404,2.6991586685180664,2.3560986518859863,2.3832805156707764,2.3338887691497803,2.5477190017700195,2.3579838275909424,,9.009525299072266,2.4469046592712402,6.668654918670654,2.992130994796753,5.007298469543457,4.431668281555176
19,,1.8791179656982422,1.2554093599319458,5.20395040512085,7.041571617126465,1.1374869346618652,4.12936544418335,3.4075095653533936,2.1025588512420654,1.217792272567749,2.2701077461242676,1.4993760585784912,1.2691556215286255,3.110701322555542,2.194225549697876,,,,3.03340744972229,1.9347343444824219,2.890550136566162,2.7735848426818848,0.9431965947151184,4.9688568115234375,1.216326117515564,2.051882743835449,2.7018349170684814,2.338350534439087,2.388730525970459,2.3274571895599365,2.5619523525238037,2.349592685699463,,9.045991897583008,2.457824230194092,6.669605731964111,3.0124666690826416,5.011962890625,4.432602882385254
20,,1.8726922273635864,1.2455886602401733,5.210999011993408,7.091291427612305,1.1621226072311401,4.131839275360107,3.3989193439483643,2.113985776901245,1.2351242303848267,2.2624871730804443,1.511246919631958,1.2691556215286255,3.1079018115997314,2.20288348197937,,,,3.0304324626922607,1.9436684846878052,2.889638662338257,2.7735848426818848,0.9531686305999756,4.970636367797852,1.216326117515564,2.0340728759765625,2.7062947750091553,2.343675136566162,2.3732893466949463,2.326537609100342,2.610344648361206,2.3514575958251953,,9.0329008102417,2.46179461479187,6.642025947570801,3.019861936569214,5.011962890625,4.390591144561768
21,,1.8396446704864502,1.2218555212020874,5.004814624786377,6.974360466003418,1.1298414468765259,4.092268466949463,3.364557981491089,2.1025588512420654,1.2104946374893188,2.2424817085266113,1.4938974380493164,1.267293095588684,3.1060361862182617,2.1836438179016113,,,,2.999691963195801,1.9138880968093872,2.8887267112731934,2.7717082500457764,0.9448585510253906,4.959956645965576,1.223331332206726,1.9918917417526245,2.674182653427124,2.2930922508239746,2.336958885192871,2.324699878692627,2.5695433616638184,2.324418306350708,,8.905731201171875,2.4369781017303467,6.619201183319092,2.9893579483032227,4.971858501434326,4.376588344573975
22,,1.8534144163131714,1.2513175010681152,5.041823387145996,6.997378826141357,1.1349384784698486,4.163166046142578,3.4075095653533936,2.0949409008026123,1.2250897884368896,2.211045503616333,1.485679030418396,1.270086646080017,3.109767436981201,2.1932637691497803,,,,3.0175411701202393,1.9039613008499146,2.8914623260498047,2.7735848426818848,0.9407035112380981,4.969746112823486,1.2242070436477661,1.9975156784057617,2.6839945316314697,2.312615394592285,2.336958885192871,2.3292946815490723,2.5790319442749023,2.314162492752075,,8.989888191223145,2.4538533687591553,6.696234226226807,2.96994686126709,4.9942426681518555,4.377521514892578
23,,1.8598401546478271,1.252954363822937,5.126410007476807,7.013951778411865,1.1536273956298828,4.1038103103637695,3.4504613876342773,2.0911316871643066,1.2031968832015991,2.2462921142578125,1.5121601819992065,1.2644999027252197,3.1116340160369873,2.1836438179016113,,,,3.0185327529907227,1.9426758289337158,2.890550136566162,2.7717082500457764,0.9548307061195374,5.021366596221924,1.2390937805175781,2.0312609672546387,2.711646556854248,2.3321385383605957,2.376922369003296,2.3283755779266357,2.598958730697632,2.366375684738159,,9.118927955627441,2.4598093032836914,6.770415782928467,3.0133910179138184,5.097764492034912,4.42140007019043
24,,1.8534144163131714,1.2185816764831543,5.004814624786377,6.869400501251221,1.1298414468765259,4.003233909606934,3.3435592651367188,2.0511374473571777,1.1876895427703857,2.210092544555664,1.479287028312683,1.270086646080017,3.119097948074341,2.1538233757019043,,,,2.969942569732666,1.9059466123580933,2.892374277114868,2.7717082500457764,0.9456895589828491,4.9839863777160645,1.233839750289917,1.990017056465149,2.6938064098358154,2.270019292831421,2.3433167934417725,2.332970142364502,2.5002758502960205,2.277799606323242,,8.859912872314453,2.3962793350219727,6.467035293579102,2.954232931137085,4.969060897827148,4.357916831970215
25,,1.857086420059204,1.2063058614730835,5.010101795196533,6.776408672332764,1.122195839881897,4.070010185241699,3.2996530532836914,2.055898666381836,1.2013726234436035,2.2167611122131348,1.4838526248931885,1.2654308080673218,3.1200315952301025,2.127850294113159,,,,2.9074697494506836,1.9267929792404175,2.8941969871520996,2.7735848426818848,0.9456895589828491,4.988436698913574,1.2285856008529663,1.990017056465149,2.6938064098358154,2.272681713104248,2.3442256450653076,2.3292946815490723,2.5315887928009033,2.2796642780303955,,8.780428886413574,2.366499423980713,6.372882843017578,2.984736204147339,4.92616081237793,4.302835941314697
26,,1.8589223623275757,1.2267659902572632,5.080592632293701,6.82428503036499,1.1357879638671875,4.1087565422058105,3.321606159210205,2.0597081184387207,1.2050215005874634,2.231050729751587,1.4774609804153442,1.2710177898406982,3.1144330501556396,2.1557469367980957,,,,2.948126792907715,1.919844150543213,2.8960211277008057,2.7717082500457764,0.9556617140769958,5.0347161293029785,1.2399696111679077,1.9890795946121216,2.708078622817993,2.2948670387268066,2.3442256450653076,2.3302133083343506,2.5126113891601562,2.2992444038391113,,8.831857681274414,2.3982644081115723,6.4128265380859375,2.9865849018096924,4.932688236236572,4.326174259185791
27,,1.86443030834198,1.208761215209961,4.967807769775391,6.7174835205078125,1.131540298461914,4.049400329589844,3.2757906913757324,2.055898666381836,1.2050215005874634,2.210092544555664,1.485679030418396,1.2710177898406982,3.1125667095184326,2.1172690391540527,,,,2.920361042022705,1.9277856349945068,2.8960211277008057,2.7735848426818848,0.9481825828552246,4.994667053222656,1.236466884613037,1.9656459093093872,2.683102607727051,2.2522709369659424,2.320610523223877,2.3384830951690674,2.488889217376709,2.276866912841797,,8.690661430358887,2.3555800914764404,6.2397379875183105,2.976417064666748,4.870202541351318,4.255223274230957
28,,1.8524965047836304,1.2120347023010254,4.969570159912109,6.79390287399292,1.121346354484558,4.0807271003723145,3.292971611022949,2.060659646987915,1.185865044593811,2.252960681915283,1.4829397201538086,1.266362190246582,3.1144330501556396,2.1393942832946777,,,,2.9639930725097656,1.9258003234863281,2.8960211277008057,2.7735848426818848,0.9556617140769958,5.035606384277344,1.2399696111679077,1.970332384109497,2.6938064098358154,2.2575950622558594,2.336958885192871,2.3292946815490723,2.50691819190979,2.275002956390381,,8.731805801391602,2.372455358505249,6.31201696395874,2.9514596462249756,4.900046348571777,4.278562545776367
29,,1.8561683893203735,1.2120347023010254,4.962521553039551,6.7497076988220215,1.1349384784698486,4.0395073890686035,3.3158793449401855,2.05780291557312,1.1968114376068115,2.231050729751587,1.4966368675231934,1.2682242393493652,3.1162993907928467,2.1403558254241943,,,,2.953084945678711,1.9357271194458008,2.89693284034729,2.7717082500457764,0.9490135908126831,5.028486728668213,1.25222909450531,1.9553346633911133,2.680426836013794,2.2629196643829346,2.319701910018921,2.3292946815490723,2.496480703353882,2.277799606323242,,8.691596031188965,2.3684847354888916,6.272072792053223,2.9375946521759033,4.8776631355285645,4.2570905685424805
30,,1.8772822618484497,1.2103978395462036,4.9237518310546875,6.701830863952637,1.1238946914672852,4.126069068908691,3.3235151767730713,2.058755397796631,1.1922504901885986,2.2424817085266113,1.4957234859466553,1.2766045331954956,3.11723256111145,2.127850294113159,,,,2.9689512252807617,1.9605441093444824,2.8951096534729004,2.7735848426818848,0.9556617140769958,5.028486728668213,1.2460992336273193,1.9628335237503052,2.6929147243499756,2.2549333572387695,2.3251519203186035,2.334807872772217,2.549617052078247,2.2787320613861084,,8.677571296691895,2.3476388454437256,6.257807731628418,2.968097686767578,4.866471767425537,4.231884002685547
31,,1.8726922273635864,1.205487608909607,4.885862827301025,6.828888893127441,1.1451327800750732,4.148326873779297,3.312061309814453,2.0673255920410156,1.2086702585220337,2.2358133792877197,1.5057681798934937,1.270086646080017,3.119097948074341,2.1268885135650635,,,,3.038365364074707,1.9545879364013672,2.89693284034729,2.7745234966278076,0.9606478810310364,5.038276195526123,1.2539805173873901,1.963770866394043,2.7009427547454834,2.2664694786071777,2.3342339992523193,2.332970142364502,2.526844024658203,2.2899205684661865,,8.685985565185547,2.3625288009643555,6.276828289031982,2.968097686767578,4.883259296417236,4.313104629516602
32,,1.8782001733779907,1.2120347023010254,4.8682403564453125,6.886893272399902,1.1485304832458496,4.173883438110352,3.340695858001709,2.0730392932891846,1.2059334516525269,2.2186660766601562,1.5075944662094116,1.267293095588684,3.119097948074341,2.1172690391540527,,,,3.0819973945617676,1.940690517425537,2.8951096534729004,2.77264666557312,0.9573237895965576,5.072985649108887,1.2417210340499878,1.9675204753875732,2.6982667446136475,2.2859928607940674,2.329692840576172,2.331132411956787,2.5097646713256836,2.2889881134033203,,8.703752517700195,2.357565402984619,6.333890438079834,2.969022035598755,4.915901184082031,4.318706035614014
33,,1.8818718194961548,1.1948485374450684,4.8761701583862305,6.8371758460998535,1.1587246656417847,4.074132442474365,3.3492860794067383,2.0911316871643066,1.213231086730957,2.2177131175994873,1.4948102235794067,1.266362190246582,3.120964527130127,2.1355462074279785,,,,3.0562150478363037,1.9655075073242188,2.8951096534729004,2.7745234966278076,0.9556617140769958,5.0605268478393555,1.2557317018508911,1.9581468105316162,2.705402374267578,2.2611448764801025,2.320610523223877,2.33756422996521,2.5031228065490723,2.29178524017334,,8.63923168182373,2.3615360260009766,6.211207389831543,2.977341413497925,4.909372806549072,4.318706035614014
34,,1.8809540271759033,1.1866645812988281,4.809204578399658,6.739580154418945,1.1408849954605103,4.093917369842529,3.2824723720550537,2.0568511486053467,1.1886016130447388,2.2262871265411377,1.4738081693649292,1.2691556215286255,3.121896982192993,2.098029851913452,,,,3.0393571853637695,1.9516099691390991,2.89693284034729,2.7745234966278076,0.9506755471229553,5.048956394195557,1.25222909450531,1.9290883541107178,2.6848866939544678,2.240734815597534,2.306986093521118,2.3384830951690674,2.5145089626312256,2.2488956451416016,,8.51673698425293,2.3218297958374023,6.12466287612915,2.9449892044067383,4.8384928703308105,4.267359256744385
35,,1.8598401546478271,1.178480863571167,4.76338529586792,6.684338569641113,1.115399718284607,4.065063953399658,3.2538375854492188,2.063516616821289,1.1949870586395264,2.219618797302246,1.4783737659454346,1.2682242393493652,3.120964527130127,2.0922584533691406,,,,3.0938968658447266,1.955580711364746,2.89693284034729,2.7735848426818848,0.9431965947151184,5.019586086273193,1.2425967454910278,1.9159653186798096,2.6643712520599365,2.2220981121063232,2.28882098197937,2.3384830951690674,2.5040712356567383,2.2377073764801025,,8.425098419189453,2.3069398403167725,6.0343146324157715,2.9329724311828613,4.825435638427734,4.2570905685424805
36,,1.8653484582901,1.1735703945159912,4.6955389976501465,6.702752113342285,1.1086037158966064,3.957069158554077,3.255746603012085,2.0330445766448975,1.1922504901885986,2.1891350746154785,1.4528061151504517,1.2682242393493652,3.121896982192993,2.050894021987915,,,,3.0512566566467285,1.915873408317566,2.8978447914123535,2.7735848426818848,0.9332244396209717,4.972416400909424,1.2347153425216675,1.9300256967544556,2.6625869274139404,2.209674596786499,2.2860963344573975,2.3412396907806396,2.4575765132904053,2.2377073764801025,,8.471851348876953,2.2592923641204834,6.150341033935547,2.895998001098633,4.788130283355713,4.187072277069092
37,,1.875446081161499,1.1866645812988281,4.745763301849365,6.78561544418335,1.1128511428833008,3.990043878555298,3.28438138961792,2.050185441970825,1.185865044593811,2.1891350746154785,1.4473272562026978,1.2682242393493652,3.1200315952301025,2.1057252883911133,,,,3.0601813793182373,1.9645147323608398,2.898756504058838,2.775461196899414,0.9340554475784302,4.99911642074585,1.233839750289917,1.9525226354599,2.678642511367798,2.240734815597534,2.3142523765563965,2.3476712703704834,2.4575765132904053,2.265678882598877,,8.627076148986816,2.3277857303619385,6.286339282989502,2.9144856929779053,4.891652584075928,4.259891033172607
38,,1.9066576957702637,1.185027837753296,4.754574298858643,6.741422176361084,1.1170989274978638,3.948824882507324,3.302516460418701,2.045423984527588,1.1794795989990234,2.191040277481079,1.4445878267288208,1.266362190246582,3.121896982192993,2.1066877841949463,,,,3.082988977432251,1.9615367650985718,2.8996689319610596,2.775461196899414,0.9332244396209717,4.977756500244141,1.2277100086212158,1.951585292816162,2.6697230339050293,2.2345221042633057,2.3106191158294678,2.343996524810791,2.448087692260742,2.2684760093688965,,8.506450653076172,2.346646308898926,6.202647686004639,2.9172582626342773,4.849685192108154,4.241219997406006
39,,1.90298593044281,1.191575050354004,4.890268325805664,6.753391265869141,1.1383365392684937,3.9743800163269043,3.3091981410980225,2.0473287105560303,1.1949870586395264,2.19675612449646,1.4518929719924927,1.266362190246582,3.121896982192993,2.107649326324463,,,,3.0443153381347656,1.985361099243164,2.90149188041687,2.775461196899414,0.9382104873657227,4.969746112823486,1.2312127351760864,1.9628335237503052,2.6697230339050293,2.2620322704315186,2.3224270343780518,2.3430776596069336,2.4547297954559326,2.271273136138916,,8.574711799621582,2.3059470653533936,6.238786697387695,2.9209558963775635,4.867403984069824,4.241219997406006
40,,1.8901340961456299,1.1956669092178345,4.9087724685668945,6.82981014251709,1.1289918422698975,3.982624053955078,3.310152292251587,2.0330445766448975,1.1803919076919556,2.171987533569336,1.462850570678711,1.2710177898406982,3.1200315952301025,2.098029851913452,,,,3.0988552570343018,1.9952878952026367,2.90149188041687,2.7735848426818848,0.9465207457542419,5.033827781677246,1.2312127351760864,1.9618960618972778,2.7009427547454834,2.2513833045959473,2.3133442401885986,2.3495090007781982,2.429110050201416,2.2843265533447266,,8.656063079833984,2.329770803451538,6.32723331451416,2.9255778789520264,4.923361778259277,4.251488208770752
41,,1.9103296995162964,1.1899383068084717,4.9219889640808105,6.883210182189941,1.1502296924591064,3.9653122425079346,3.4046459197998047,2.069230318069458,1.1876895427703857,2.2186660766601562,1.4710687398910522,1.266362190246582,3.1200315952301025,2.1576714515686035,,,,3.1236460208892822,2.03102445602417,2.8996689319610596,2.775461196899414,0.9581548571586609,5.052516937255859,1.2329641580581665,1.938462257385254,2.6964826583862305,2.2629196643829346,2.3224270343780518,2.348590850830078,2.4670655727386475,2.297379493713379,,8.811288833618164,2.400249719619751,6.441357612609863,2.961627244949341,5.025951385498047,4.37191915512085
42,,1.8993138074874878,1.1743887662887573,4.800393104553223,6.794822692871094,1.121346354484558,3.915849447250366,3.406554937362671,2.050185441970825,1.1895140409469604,2.210092544555664,1.4692423343658447,1.267293095588684,3.119097948074341,2.1403558254241943,,,,3.125629186630249,2.0141489505767822,2.90149188041687,2.775461196899414,0.9581548571586609,5.0774359703063965,1.2425967454910278,1.932837963104248,2.708970308303833,2.23984694480896,2.3142523765563965,2.3412396907806396,2.4803497791290283,2.292717695236206,,8.677571296691895,2.3843672275543213,6.388099670410156,2.961627244949341,4.966262340545654,4.325240612030029
43,,1.8864620923995972,1.181754469871521,4.825064182281494,6.8961005210876465,1.1459819078445435,3.948824882507324,3.427554130554199,2.0787529945373535,1.2141433954238892,2.1977083683013916,1.4573718309402466,1.2644999027252197,3.120964527130127,2.1480515003204346,,,,3.165294647216797,1.9952878952026367,2.8996689319610596,2.775461196899414,0.9689579010009766,5.126386642456055,1.265364170074463,1.9553346633911133,2.7250263690948486,2.2558205127716064,2.327876567840576,2.340320110321045,2.4727585315704346,2.302973747253418,,8.777624130249023,2.394293785095215,6.426141262054443,2.96994686126709,4.981185436248779,4.33551025390625
44,,1.8809540271759033,1.168660044670105,4.791581630706787,6.813237190246582,1.1366376876831055,3.8606150150299072,3.4122819900512695,2.071134328842163,1.1986358165740967,2.1948506832122803,1.4546324014663696,1.2607752084732056,3.1200315952301025,2.124965190887451,,,,3.1335623264312744,1.9803977012634277,2.89693284034729,2.7735848426818848,0.9739438891410828,5.1183762550354,1.2741211652755737,1.9459612369537354,2.7357304096221924,2.216773748397827,2.3251519203186035,2.342158794403076,2.5097646713256836,2.2908527851104736,,8.73554515838623,2.3863525390625,6.454672336578369,2.9440648555755615,4.985848903656006,4.351380825042725
